ID or #		Start	End	Type	Contig
cds-NP_415747.2		1287087	1287176	complete	NODE_3_length_297513_cov_387.844965:108009-107920
gene-b1230		1287244	1287328	complete	NODE_3_length_297513_cov_387.844965:107852-107768
rna-b1230		1287244	1287328	complete	NODE_3_length_297513_cov_387.844965:107852-107768
exon-b1230-1		1287244	1287328	complete	NODE_3_length_297513_cov_387.844965:107852-107768
gene-b1231		1287538	1287622	complete	NODE_3_length_297513_cov_387.844965:107558-107474
rna-b1231		1287538	1287622	complete	NODE_3_length_297513_cov_387.844965:107558-107474
exon-b1231-1		1287538	1287622	complete	NODE_3_length_297513_cov_387.844965:107558-107474
gene-b1232		1287782	1288624	complete	NODE_3_length_297513_cov_387.844965:107314-106472
cds-NP_415748.1		1287782	1288624	complete	NODE_3_length_297513_cov_387.844965:107314-106472
gene-b1233		1288674	1289132	complete	NODE_3_length_297513_cov_387.844965:106422-105964
cds-NP_415749.1		1288674	1289132	complete	NODE_3_length_297513_cov_387.844965:106422-105964
gene-b1234		1289245	1290150	complete	NODE_3_length_297513_cov_387.844965:105851-104946
cds-NP_415750.2		1289245	1290150	complete	NODE_3_length_297513_cov_387.844965:105851-104946
gene-b1235		1290242	1291255	complete	NODE_3_length_297513_cov_387.844965:104854-103841
cds-NP_415751.1		1290242	1291255	complete	NODE_3_length_297513_cov_387.844965:104854-103841
gene-b1236		1291457	1292365	complete	NODE_3_length_297513_cov_387.844965:103639-102731
cds-NP_415752.1		1291457	1292365	complete	NODE_3_length_297513_cov_387.844965:103639-102731
gene-b1237		1292509	1292922	complete	NODE_3_length_297513_cov_387.844965:102587-102174
cds-NP_415753.1		1292509	1292922	complete	NODE_3_length_297513_cov_387.844965:102587-102174
gene-b1238		1293527	1294144	complete	NODE_3_length_297513_cov_387.844965:101569-100952
cds-NP_415754.1		1293527	1294144	complete	NODE_3_length_297513_cov_387.844965:101569-100952
id-NC_000913.3:1294426..1295405		1294426	1295405	complete	NODE_3_length_297513_cov_387.844965:100670-99691
gene-b4573		1294426	1295322	complete	NODE_3_length_297513_cov_387.844965:100670-99774
gene-b1241		1295446	1298121	complete	NODE_3_length_297513_cov_387.844965:99650-96975
cds-NP_415757.1		1295446	1298121	complete	NODE_3_length_297513_cov_387.844965:99650-96975
gene-b4771		1298514	1298567	complete	NODE_3_length_297513_cov_387.844965:96582-96529
cds-YP_010051181.1		1298514	1298567	complete	NODE_3_length_297513_cov_387.844965:96582-96529
gene-b1242		1298598	1299245	complete	NODE_3_length_297513_cov_387.844965:96498-95851
cds-NP_415758.1		1298598	1299245	complete	NODE_3_length_297513_cov_387.844965:96498-95851
gene-b1243		1301182	1302813	complete	NODE_3_length_297513_cov_387.844965:94935-93304
cds-NP_415759.1		1301182	1302813	complete	NODE_3_length_297513_cov_387.844965:94935-93304
gene-b1244		1302899	1303819	complete	NODE_3_length_297513_cov_387.844965:93218-92298
cds-NP_415760.1		1302899	1303819	complete	NODE_3_length_297513_cov_387.844965:93218-92298
gene-b1245		1303834	1304742	complete	NODE_3_length_297513_cov_387.844965:92283-91375
cds-NP_415761.1		1303834	1304742	complete	NODE_3_length_297513_cov_387.844965:92283-91375
gene-b1246		1304754	1305767	complete	NODE_3_length_297513_cov_387.844965:91363-90350
cds-YP_025300.1		1304754	1305767	complete	NODE_3_length_297513_cov_387.844965:91363-90350
gene-b1247		1305764	1306768	complete	NODE_3_length_297513_cov_387.844965:90353-89349
cds-NP_415763.1		1305764	1306768	complete	NODE_3_length_297513_cov_387.844965:90353-89349
gene-b1248		1306821	1307150	complete	NODE_3_length_297513_cov_387.844965:89296-88967
cds-NP_415764.4		1306821	1307150	complete	NODE_3_length_297513_cov_387.844965:89296-88967
gene-b1249		1307185	1308645	complete	NODE_3_length_297513_cov_387.844965:88932-87472
cds-NP_415765.1		1307185	1308645	complete	NODE_3_length_297513_cov_387.844965:88932-87472
gene-b4595		1308788	1308961	complete	NODE_3_length_297513_cov_387.844965:87329-87156
cds-YP_001165316.1		1308788	1308961	complete	NODE_3_length_297513_cov_387.844965:87329-87156
gene-b1250		1309016	1310269	complete	NODE_3_length_297513_cov_387.844965:87101-85848
cds-NP_415766.1		1309016	1310269	complete	NODE_3_length_297513_cov_387.844965:87101-85848
gene-b1251		1310569	1310865	complete	NODE_3_length_297513_cov_387.844965:85548-85252
cds-NP_415767.2		1310569	1310865	complete	NODE_3_length_297513_cov_387.844965:85548-85252
gene-b1252		1311089	1311808	complete	NODE_3_length_297513_cov_387.844965:85028-84309
cds-NP_415768.1		1311089	1311808	complete	NODE_3_length_297513_cov_387.844965:85028-84309
gene-b1253		1311848	1312246	complete	NODE_3_length_297513_cov_387.844965:84269-83871
cds-NP_415769.1		1311848	1312246	complete	NODE_3_length_297513_cov_387.844965:84269-83871
gene-b1254		1312351	1312890	complete	NODE_3_length_297513_cov_387.844965:83766-83227
cds-NP_415770.1		1312351	1312890	complete	NODE_3_length_297513_cov_387.844965:83766-83227
gene-b1255		1312920	1313663	complete	NODE_3_length_297513_cov_387.844965:83197-82454
cds-NP_415771.1		1312920	1313663	complete	NODE_3_length_297513_cov_387.844965:83197-82454
gene-b1256		1314020	1314658	complete	NODE_3_length_297513_cov_387.844965:82097-81459
cds-NP_415772.1		1314020	1314658	complete	NODE_3_length_297513_cov_387.844965:82097-81459
gene-b1257		1314718	1315224	complete	NODE_3_length_297513_cov_387.844965:81399-80893
cds-NP_415773.1		1314718	1315224	complete	NODE_3_length_297513_cov_387.844965:81399-80893
gene-b1258		1315270	1315770	complete	NODE_3_length_297513_cov_387.844965:80847-80347
cds-NP_415774.1		1315270	1315770	complete	NODE_3_length_297513_cov_387.844965:80847-80347
gene-b1259		1315856	1316035	complete	NODE_3_length_297513_cov_387.844965:80261-80082
cds-NP_415775.4		1315856	1316035	complete	NODE_3_length_297513_cov_387.844965:80261-80082
gene-b1260		1316416	1317222	complete	NODE_3_length_297513_cov_387.844965:79701-78895
cds-NP_415776.1		1316416	1317222	complete	NODE_3_length_297513_cov_387.844965:79701-78895
gene-b1261		1317222	1318415	complete	NODE_3_length_297513_cov_387.844965:78895-77702
cds-NP_415777.1		1317222	1318415	complete	NODE_3_length_297513_cov_387.844965:78895-77702
gene-b1262		1318427	1319788	complete	NODE_3_length_297513_cov_387.844965:77690-76329
cds-NP_415778.3		1318427	1319788	complete	NODE_3_length_297513_cov_387.844965:77690-76329
gene-b1263		1319789	1321384	complete	NODE_3_length_297513_cov_387.844965:76328-74733
cds-NP_415779.1		1319789	1321384	complete	NODE_3_length_297513_cov_387.844965:76328-74733
gene-b1264		1321384	1322946	complete	NODE_3_length_297513_cov_387.844965:74733-73171
cds-NP_415780.1		1321384	1322946	complete	NODE_3_length_297513_cov_387.844965:74733-73171
gene-b1265		1323038	1323082	complete	NODE_3_length_297513_cov_387.844965:73079-73035
cds-NP_415781.1		1323038	1323082	complete	NODE_3_length_297513_cov_387.844965:73079-73035
gene-b1266		1323220	1324101	complete	NODE_3_length_297513_cov_387.844965:72897-72016
cds-NP_415782.1		1323220	1324101	complete	NODE_3_length_297513_cov_387.844965:72897-72016
gene-b1267		1324098	1324718	complete	NODE_3_length_297513_cov_387.844965:72019-71399
cds-NP_415783.6		1324098	1324718	complete	NODE_3_length_297513_cov_387.844965:72019-71399
gene-b1268		1324746	1326641	complete	NODE_3_length_297513_cov_387.844965:71371-69476
cds-NP_415784.1		1324746	1326641	complete	NODE_3_length_297513_cov_387.844965:71371-69476
gene-b1269		1326852	1327727	complete	NODE_3_length_297513_cov_387.844965:69265-68390
cds-NP_415785.1		1326852	1327727	complete	NODE_3_length_297513_cov_387.844965:69265-68390
gene-b1270		1327767	1328357	complete	NODE_3_length_297513_cov_387.844965:68350-67760
cds-NP_415786.1		1327767	1328357	complete	NODE_3_length_297513_cov_387.844965:68350-67760
gene-b1271		1328354	1329112	complete	NODE_3_length_297513_cov_387.844965:67763-67005
cds-NP_415787.1		1328354	1329112	complete	NODE_3_length_297513_cov_387.844965:67763-67005
gene-b1272		1329332	1330381	complete	NODE_3_length_297513_cov_387.844965:66785-65736
cds-NP_415788.1		1329332	1330381	complete	NODE_3_length_297513_cov_387.844965:66785-65736
gene-b1273		1330417	1330668	complete	NODE_3_length_297513_cov_387.844965:65700-65449
cds-NP_415789.1		1330417	1330668	complete	NODE_3_length_297513_cov_387.844965:65700-65449
gene-b1274		1331048	1333645	complete	NODE_3_length_297513_cov_387.844965:65069-62472
cds-NP_415790.1		1331048	1333645	complete	NODE_3_length_297513_cov_387.844965:65069-62472
gene-b1275		1333855	1334829	complete	NODE_3_length_297513_cov_387.844965:62262-61288
cds-NP_415791.1		1333855	1334829	complete	NODE_3_length_297513_cov_387.844965:62262-61288
gene-b4522		1335148	1335288	complete	NODE_3_length_297513_cov_387.844965:60969-60829
cds-YP_588449.3		1335148	1335288	complete	NODE_3_length_297513_cov_387.844965:60969-60829
gene-b4523		1335291	1335458	complete	NODE_3_length_297513_cov_387.844965:60826-60659
cds-YP_588450.2		1335291	1335458	complete	NODE_3_length_297513_cov_387.844965:60826-60659
gene-b4741		1335572	1335667	complete	NODE_3_length_297513_cov_387.844965:60545-60450
cds-YP_009518771.1		1335572	1335667	complete	NODE_3_length_297513_cov_387.844965:60545-60450
gene-b1276		1335831	1338506	complete	NODE_3_length_297513_cov_387.844965:60286-57611
cds-NP_415792.1		1335831	1338506	complete	NODE_3_length_297513_cov_387.844965:60286-57611
gene-b1277		1338570	1339160	complete	NODE_3_length_297513_cov_387.844965:57547-56957
cds-NP_415793.1		1338570	1339160	complete	NODE_3_length_297513_cov_387.844965:57547-56957
gene-b1278		1339330	1340094	complete	NODE_3_length_297513_cov_387.844965:56787-56023
cds-NP_415794.1		1339330	1340094	complete	NODE_3_length_297513_cov_387.844965:56787-56023
gene-b1279		1340243	1340551	complete	NODE_3_length_297513_cov_387.844965:55874-55566
cds-NP_415795.1		1340243	1340551	complete	NODE_3_length_297513_cov_387.844965:55874-55566
gene-b1280		1340558	1341727	complete	NODE_3_length_297513_cov_387.844965:55559-54390
cds-NP_415796.1		1340558	1341727	complete	NODE_3_length_297513_cov_387.844965:55559-54390
gene-b1281		1341921	1342658	complete	NODE_3_length_297513_cov_387.844965:54196-53459
cds-NP_415797.1		1341921	1342658	complete	NODE_3_length_297513_cov_387.844965:54196-53459
gene-b1282		1342658	1342984	complete	NODE_3_length_297513_cov_387.844965:53459-53133
cds-NP_415798.2		1342658	1342984	complete	NODE_3_length_297513_cov_387.844965:53459-53133
gene-b1283		1343110	1343328	complete	NODE_3_length_297513_cov_387.844965:53007-52789
cds-NP_415799.1		1343110	1343328	complete	NODE_3_length_297513_cov_387.844965:53007-52789
gene-b1284		1343597	1344346	complete	NODE_3_length_297513_cov_387.844965:52520-51771
cds-NP_415800.1		1343597	1344346	complete	NODE_3_length_297513_cov_387.844965:52520-51771
gene-b4596		1344436	1344609	complete	NODE_3_length_297513_cov_387.844965:51681-51508
cds-YP_001165317.1		1344436	1344609	complete	NODE_3_length_297513_cov_387.844965:51681-51508
gene-b4772		1344647	1344775	complete	NODE_3_length_297513_cov_387.844965:51470-51342
cds-YP_010051182.1		1344647	1344775	complete	NODE_3_length_297513_cov_387.844965:51470-51342
gene-b1285		1344757	1346742	complete	NODE_3_length_297513_cov_387.844965:51360-49375
cds-NP_415801.1		1344757	1346742	complete	NODE_3_length_297513_cov_387.844965:51360-49375
gene-b4672		1346796	1346900	complete	NODE_3_length_297513_cov_387.844965:49321-49217
cds-YP_002791239.1		1346796	1346900	complete	NODE_3_length_297513_cov_387.844965:49321-49217
gene-b1286		1346978	1348912	complete	NODE_3_length_297513_cov_387.844965:49139-47205
cds-NP_415802.1		1346978	1348912	complete	NODE_3_length_297513_cov_387.844965:49139-47205
gene-b1287		1348980	1350107	complete	NODE_3_length_297513_cov_387.844965:47137-46010
cds-NP_415803.2		1348980	1350107	complete	NODE_3_length_297513_cov_387.844965:47137-46010
gene-b1288		1350251	1351039	complete	NODE_3_length_297513_cov_387.844965:45866-45078
cds-NP_415804.1		1350251	1351039	complete	NODE_3_length_297513_cov_387.844965:45866-45078
gene-b1289		1351407	1351760	complete	NODE_3_length_297513_cov_387.844965:44710-44357
cds-NP_415805.1		1351407	1351760	complete	NODE_3_length_297513_cov_387.844965:44710-44357
gene-b1290		1351828	1352634	complete	NODE_3_length_297513_cov_387.844965:44289-43483
cds-NP_415806.1		1351828	1352634	complete	NODE_3_length_297513_cov_387.844965:44289-43483
gene-b1291		1352636	1353628	complete	NODE_3_length_297513_cov_387.844965:43481-42489
cds-NP_415807.1		1352636	1353628	complete	NODE_3_length_297513_cov_387.844965:43481-42489
gene-b1292		1353628	1354518	complete	NODE_3_length_297513_cov_387.844965:42489-41599
cds-NP_415808.1		1353628	1354518	complete	NODE_3_length_297513_cov_387.844965:42489-41599
gene-b1293		1354505	1355470	complete	NODE_3_length_297513_cov_387.844965:41612-40647
cds-NP_415809.1		1354505	1355470	complete	NODE_3_length_297513_cov_387.844965:41612-40647
gene-b1294		1355467	1357110	complete	NODE_3_length_297513_cov_387.844965:40650-39007
cds-NP_415810.1		1355467	1357110	complete	NODE_3_length_297513_cov_387.844965:40650-39007
gene-b1295		1357423	1357668	complete	NODE_3_length_297513_cov_387.844965:38694-38449
cds-NP_415811.1		1357423	1357668	complete	NODE_3_length_297513_cov_387.844965:38694-38449
gene-b1296		1357802	1359187	complete	NODE_3_length_297513_cov_387.844965:38315-36930
cds-NP_415812.4		1357802	1359187	complete	NODE_3_length_297513_cov_387.844965:38315-36930
gene-b4742		1359177	1359341	complete	NODE_3_length_297513_cov_387.844965:36940-36776
cds-YP_009518772.1		1359177	1359341	complete	NODE_3_length_297513_cov_387.844965:36940-36776
gene-b1297		1359490	1360908	complete	NODE_3_length_297513_cov_387.844965:36627-35209
cds-NP_415813.4		1359490	1360908	complete	NODE_3_length_297513_cov_387.844965:36627-35209
gene-b1298		1361120	1361884	complete	NODE_3_length_297513_cov_387.844965:34997-34233
cds-NP_415814.4		1361120	1361884	complete	NODE_3_length_297513_cov_387.844965:34997-34233
gene-b1299		1361911	1362468	complete	NODE_3_length_297513_cov_387.844965:34206-33649
cds-NP_415815.1		1361911	1362468	complete	NODE_3_length_297513_cov_387.844965:34206-33649
gene-b1300		1362743	1364230	complete	NODE_3_length_297513_cov_387.844965:33374-31887
cds-NP_415816.1		1362743	1364230	complete	NODE_3_length_297513_cov_387.844965:33374-31887
gene-b1301		1364232	1365512	complete	NODE_3_length_297513_cov_387.844965:31885-30605
cds-NP_415817.1		1364232	1365512	complete	NODE_3_length_297513_cov_387.844965:31885-30605
gene-b1302		1365550	1366815	complete	NODE_3_length_297513_cov_387.844965:30567-29302
cds-NP_415818.1		1365550	1366815	complete	NODE_3_length_297513_cov_387.844965:30567-29302
gene-b1303		1366935	1367912	complete	NODE_3_length_297513_cov_387.844965:29182-28205
cds-NP_415819.4		1366935	1367912	complete	NODE_3_length_297513_cov_387.844965:29182-28205
gene-b1304		1368079	1368747	complete	NODE_3_length_297513_cov_387.844965:28038-27370
cds-NP_415820.1		1368079	1368747	complete	NODE_3_length_297513_cov_387.844965:28038-27370
gene-b1305		1368801	1369025	complete	NODE_3_length_297513_cov_387.844965:27316-27092
cds-NP_415821.1		1368801	1369025	complete	NODE_3_length_297513_cov_387.844965:27316-27092
gene-b1306		1369025	1369384	complete	NODE_3_length_297513_cov_387.844965:27092-26733
cds-NP_415822.1		1369025	1369384	complete	NODE_3_length_297513_cov_387.844965:27092-26733
gene-b1307		1369393	1369614	complete	NODE_3_length_297513_cov_387.844965:26724-26503
cds-NP_415823.1		1369393	1369614	complete	NODE_3_length_297513_cov_387.844965:26724-26503
gene-b1308		1369689	1370003	complete	NODE_3_length_297513_cov_387.844965:26428-26114
cds-NP_415824.1		1369689	1370003	complete	NODE_3_length_297513_cov_387.844965:26428-26114
gene-b1309		1370216	1371895	complete	NODE_3_length_297513_cov_387.844965:25901-24222
cds-NP_415825.4		1370216	1371895	complete	NODE_3_length_297513_cov_387.844965:25901-24222
gene-b1310		1371909	1373201	complete	NODE_3_length_297513_cov_387.844965:24208-22916
cds-NP_415826.1		1371909	1373201	complete	NODE_3_length_297513_cov_387.844965:24208-22916
gene-b1311		1373222	1374103	complete	NODE_3_length_297513_cov_387.844965:22895-22014
cds-NP_415827.1		1373222	1374103	complete	NODE_3_length_297513_cov_387.844965:22895-22014
gene-b1312		1374090	1374932	complete	NODE_3_length_297513_cov_387.844965:22027-21185
cds-NP_415828.1		1374090	1374932	complete	NODE_3_length_297513_cov_387.844965:22027-21185
gene-b1313		1374963	1376015	complete	NODE_3_length_297513_cov_387.844965:21154-20102
cds-NP_415829.1		1374963	1376015	complete	NODE_3_length_297513_cov_387.844965:21154-20102
gene-b1314		1376034	1376822	complete	NODE_3_length_297513_cov_387.844965:20083-19295
cds-NP_415830.2		1376034	1376822	complete	NODE_3_length_297513_cov_387.844965:20083-19295
gene-b1315		1376832	1377887	complete	NODE_3_length_297513_cov_387.844965:19285-18230
cds-NP_415831.1		1376832	1377887	complete	NODE_3_length_297513_cov_387.844965:19285-18230
gene-b1316		1377884	1380151	complete	NODE_3_length_297513_cov_387.844965:18233-15966
cds-NP_415832.1		1377884	1380151	complete	NODE_3_length_297513_cov_387.844965:18233-15966
gene-b1317		1380148	1380807	complete	NODE_3_length_297513_cov_387.844965:15969-15310
cds-NP_415833.1		1380148	1380807	complete	NODE_3_length_297513_cov_387.844965:15969-15310
gene-b1318		1380821	1381789	complete	NODE_3_length_297513_cov_387.844965:15296-14328
gene-b4524		1381789	1381902	complete	NODE_3_length_297513_cov_387.844965:14328-14215
gene-b1319		1381947	1382852	complete	NODE_3_length_297513_cov_387.844965:14170-13265
cds-NP_415835.1		1381947	1382852	complete	NODE_3_length_297513_cov_387.844965:14170-13265
gene-b1320		1382963	1383961	complete	NODE_3_length_297513_cov_387.844965:13154-12156
cds-NP_415836.1		1382963	1383961	complete	NODE_3_length_297513_cov_387.844965:13154-12156
gene-b1321		1384117	1385514	complete	NODE_3_length_297513_cov_387.844965:12000-10603
cds-NP_415837.1		1384117	1385514	complete	NODE_3_length_297513_cov_387.844965:12000-10603
gene-b1322		1385511	1386572	complete	NODE_3_length_297513_cov_387.844965:10606-9545
cds-NP_415838.1		1385511	1386572	complete	NODE_3_length_297513_cov_387.844965:10606-9545
gene-b1323		1386720	1388261	complete	NODE_3_length_297513_cov_387.844965:9397-7856
cds-NP_415839.1		1386720	1388261	complete	NODE_3_length_297513_cov_387.844965:9397-7856
gene-b1324		1388305	1388811	complete	NODE_3_length_297513_cov_387.844965:7812-7306
cds-NP_415840.1		1388305	1388811	complete	NODE_3_length_297513_cov_387.844965:7812-7306
gene-b1325		1388930	1389895	complete	NODE_3_length_297513_cov_387.844965:7187-6222
cds-NP_415841.4		1388930	1389895	complete	NODE_3_length_297513_cov_387.844965:7187-6222
gene-b1326		1389870	1390598	complete	NODE_3_length_297513_cov_387.844965:6247-5519
cds-NP_415842.2		1389870	1390598	complete	NODE_3_length_297513_cov_387.844965:6247-5519
gene-b4525		1390680	1390862	complete	NODE_3_length_297513_cov_387.844965:5437-5255
cds-YP_009518773.1		1390680	1390862	complete	NODE_3_length_297513_cov_387.844965:5437-5255
gene-b4673		1390868	1390933	complete	NODE_3_length_297513_cov_387.844965:5249-5184
cds-YP_009518774.1		1390868	1390933	complete	NODE_3_length_297513_cov_387.844965:5249-5184
gene-b1327		1390933	1391853	complete	NODE_3_length_297513_cov_387.844965:5184-4264
cds-NP_415843.2		1390933	1391853	complete	NODE_3_length_297513_cov_387.844965:5184-4264
gene-b1328		1391991	1392890	complete	NODE_3_length_297513_cov_387.844965:4126-3227
cds-NP_415844.1		1391991	1392890	complete	NODE_3_length_297513_cov_387.844965:4126-3227
gene-b1329		1393227	1394840	complete	NODE_3_length_297513_cov_387.844965:2890-1277
cds-NP_415845.2		1393227	1394840	complete	NODE_3_length_297513_cov_387.844965:2890-1277
gene-b1330		1394891	1395922	complete	NODE_3_length_297513_cov_387.844965:1226-195
cds-NP_415846.1		1394891	1395922	complete	NODE_3_length_297513_cov_387.844965:1226-195
gene-b1332		1397365	1397622	complete	NODE_35_length_35184_cov_410.985900:199-456
cds-NP_415848.1		1397365	1397622	complete	NODE_35_length_35184_cov_410.985900:199-456
gene-b1333		1397672	1398622	complete	NODE_35_length_35184_cov_410.985900:506-1456
cds-NP_415849.1		1397672	1398622	complete	NODE_35_length_35184_cov_410.985900:506-1456
gene-b1334		1398774	1399526	complete	NODE_35_length_35184_cov_410.985900:1608-2360
cds-NP_415850.1		1398774	1399526	complete	NODE_35_length_35184_cov_410.985900:1608-2360
gene-b1335		1399721	1400236	complete	NODE_35_length_35184_cov_410.985900:2555-3070
cds-NP_415851.1		1399721	1400236	complete	NODE_35_length_35184_cov_410.985900:2555-3070
gene-b1336		1400247	1401773	complete	NODE_35_length_35184_cov_410.985900:3081-4607
cds-NP_415852.2		1400247	1401773	complete	NODE_35_length_35184_cov_410.985900:3081-4607
gene-b1337		1401810	1403255	complete	NODE_35_length_35184_cov_410.985900:4644-6089
cds-NP_415853.1		1401810	1403255	complete	NODE_35_length_35184_cov_410.985900:4644-6089
gene-b1338		1403255	1404565	complete	NODE_35_length_35184_cov_410.985900:6089-7399
cds-NP_415854.4		1403255	1404565	complete	NODE_35_length_35184_cov_410.985900:6089-7399
gene-b1339		1404741	1405649	complete	NODE_35_length_35184_cov_410.985900:7575-8483
cds-NP_415855.1		1404741	1405649	complete	NODE_35_length_35184_cov_410.985900:7575-8483
gene-b4426		1405658	1405751	complete	NODE_35_length_35184_cov_410.985900:8492-8585
rna-b4426		1405658	1405751	complete	NODE_35_length_35184_cov_410.985900:8492-8585
exon-b4426-1		1405658	1405751	complete	NODE_35_length_35184_cov_410.985900:8492-8585
gene-b1340		1405979	1406542	complete	NODE_35_length_35184_cov_410.985900:8813-9376
cds-NP_415856.1		1405979	1406542	complete	NODE_35_length_35184_cov_410.985900:8813-9376
gene-b1341		1406563	1407795	complete	NODE_35_length_35184_cov_410.985900:9397-10629
cds-NP_415857.2		1406563	1407795	complete	NODE_35_length_35184_cov_410.985900:9397-10629
gene-b4773		1407989	1408036	complete	NODE_35_length_35184_cov_410.985900:10823-10870
cds-YP_010051183.1		1407989	1408036	complete	NODE_35_length_35184_cov_410.985900:10823-10870
gene-b1342		1408050	1409033	complete	NODE_35_length_35184_cov_410.985900:10884-11867
cds-NP_415858.1		1408050	1409033	complete	NODE_35_length_35184_cov_410.985900:10884-11867
gene-b4699		1409129	1409250	complete	NODE_35_length_35184_cov_410.985900:11963-12084
rna-b4699		1409129	1409250	complete	NODE_35_length_35184_cov_410.985900:11963-12084
exon-b4699-1		1409129	1409250	complete	NODE_35_length_35184_cov_410.985900:11963-12084
gene-b4743		1409308	1409481	complete	NODE_35_length_35184_cov_410.985900:12142-12315
cds-YP_009518775.1		1409308	1409481	complete	NODE_35_length_35184_cov_410.985900:12142-12315
gene-b1343		1409511	1410884	complete	NODE_35_length_35184_cov_410.985900:12345-13718
cds-NP_415859.1		1409511	1410884	complete	NODE_35_length_35184_cov_410.985900:12345-13718
gene-b1344		1411013	1411948	complete	NODE_35_length_35184_cov_410.985900:13847-14782
cds-NP_415860.1		1411013	1411948	complete	NODE_35_length_35184_cov_410.985900:13847-14782
id-NC_000913.3:1411899..1434958		1411899	1434958	partial	NODE_35_length_35184_cov_410.985900:14733-35184,NODE_36_length_33326_cov_384.396944:33326-33028
gene-b1345		1412000	1413235	complete	NODE_35_length_35184_cov_410.985900:14834-16069
cds-NP_415861.1		1412000	1413235	complete	NODE_35_length_35184_cov_410.985900:14834-16069
gene-b1346		1413237	1413452	complete	NODE_35_length_35184_cov_410.985900:16071-16286
cds-NP_415862.4		1413237	1413452	complete	NODE_35_length_35184_cov_410.985900:16071-16286
gene-b1347		1413531	1413740	complete	NODE_35_length_35184_cov_410.985900:16365-16574
cds-NP_415863.1		1413531	1413740	complete	NODE_35_length_35184_cov_410.985900:16365-16574
gene-b4714		1413556	1413734	complete	NODE_35_length_35184_cov_410.985900:16390-16568
rna-b4714		1413556	1413734	complete	NODE_35_length_35184_cov_410.985900:16390-16568
exon-b4714-1		1413556	1413734	complete	NODE_35_length_35184_cov_410.985900:16390-16568
gene-b1348		1413733	1413927	complete	NODE_35_length_35184_cov_410.985900:16567-16761
cds-NP_415864.1		1413733	1413927	complete	NODE_35_length_35184_cov_410.985900:16567-16761
gene-b1349		1413984	1414793	complete	NODE_35_length_35184_cov_410.985900:16818-17627
cds-NP_415865.1		1413984	1414793	complete	NODE_35_length_35184_cov_410.985900:16818-17627
gene-b1350		1414786	1417386	complete	NODE_35_length_35184_cov_410.985900:17620-20220
cds-NP_415866.1		1414786	1417386	complete	NODE_35_length_35184_cov_410.985900:17620-20220
gene-b1351		1417488	1417763	complete	NODE_35_length_35184_cov_410.985900:20322-20597
cds-NP_415867.1		1417488	1417763	complete	NODE_35_length_35184_cov_410.985900:20322-20597
gene-b4526		1417838	1418008	complete	NODE_35_length_35184_cov_410.985900:20672-20842
cds-YP_588451.1		1417838	1418008	complete	NODE_35_length_35184_cov_410.985900:20672-20842
gene-b1352		1418008	1418229	complete	NODE_35_length_35184_cov_410.985900:20842-21063
cds-NP_415869.2		1418008	1418229	complete	NODE_35_length_35184_cov_410.985900:20842-21063
gene-b4833		1418405	1418502	complete	NODE_35_length_35184_cov_410.985900:21239-21336
rna-b4833		1418405	1418502	complete	NODE_35_length_35184_cov_410.985900:21239-21336
exon-b4833-1		1418405	1418502	complete	NODE_35_length_35184_cov_410.985900:21239-21336
gene-b1353		1418671	1419159	complete	NODE_35_length_35184_cov_410.985900:21505-21993
cds-NP_415870.4		1418671	1419159	complete	NODE_35_length_35184_cov_410.985900:21505-21993
gene-b4527		1419156	1419311	complete	NODE_35_length_35184_cov_410.985900:21990-22145
cds-NP_415872.2		1419156	1419311	complete	NODE_35_length_35184_cov_410.985900:21990-22145
gene-b1355		1419322	1419456	complete	NODE_35_length_35184_cov_410.985900:22156-22290
cds-NP_415873.2		1419322	1419456	complete	NODE_35_length_35184_cov_410.985900:22156-22290
gene-b1356		1419765	1420241	complete	NODE_35_length_35184_cov_410.985900:22599-23075
cds-NP_415874.1		1419765	1420241	complete	NODE_35_length_35184_cov_410.985900:22599-23075
gene-b1357		1420365	1420661	complete	NODE_35_length_35184_cov_410.985900:23199-23495
cds-NP_415875.1		1420365	1420661	complete	NODE_35_length_35184_cov_410.985900:23199-23495
gene-b1358		1420684	1421106	complete	NODE_35_length_35184_cov_410.985900:23518-23940
cds-NP_415876.1		1420684	1421106	complete	NODE_35_length_35184_cov_410.985900:23518-23940
gene-b1359		1421119	1421976	complete	NODE_35_length_35184_cov_410.985900:23953-24810
cds-NP_415877.1		1421119	1421976	complete	NODE_35_length_35184_cov_410.985900:23953-24810
gene-b1360		1421983	1422729	complete	NODE_35_length_35184_cov_410.985900:24817-25563
cds-NP_415878.1		1421983	1422729	complete	NODE_35_length_35184_cov_410.985900:24817-25563
gene-b1361		1422752	1423312	complete	NODE_35_length_35184_cov_410.985900:25586-26146
cds-YP_009518776.1		1422752	1423312	complete	NODE_35_length_35184_cov_410.985900:25586-26146
gene-b1362		1423345	1423644	complete	NODE_35_length_35184_cov_410.985900:26179-26478
gene-b4528		1423400	1423585	complete	NODE_35_length_35184_cov_410.985900:26234-26419
cds-YP_588452.1		1423400	1423585	complete	NODE_35_length_35184_cov_410.985900:26234-26419
gene-b1363		1423782	1425239	complete	NODE_35_length_35184_cov_410.985900:26616-28073
cds-NP_415881.1		1423782	1425239	complete	NODE_35_length_35184_cov_410.985900:26616-28073
gene-b1365		1425377	1425640	complete	NODE_35_length_35184_cov_410.985900:28211-28474
