ID or #		Start	End	Type	Contig
cds-NP_414948.1		433455	434558	complete	3369:91256-90153
gene-b0415		434647	435117	complete	3369:90064-89594
cds-NP_414949.1		434647	435117	complete	3369:90064-89594
gene-b0416		435137	435556	complete	3369:89574-89155
cds-NP_414950.1		435137	435556	complete	3369:89574-89155
gene-b0417		435634	436611	complete	3369:89077-88100
cds-NP_414951.1		435634	436611	complete	3369:89077-88100
gene-b0418		436589	437107	complete	3369:88122-87604
cds-NP_414952.1		436589	437107	complete	3369:88122-87604
gene-b0419		437161	438135	complete	3369:87550-86576
cds-NP_414953.2		437161	438135	complete	3369:87550-86576
gene-b0420		438315	440177	complete	3369:86396-84534
cds-NP_414954.1		438315	440177	complete	3369:86396-84534
gene-b0421		440202	441101	complete	3369:84509-83610
cds-NP_414955.1		440202	441101	complete	3369:84509-83610
gene-b0422		441101	441343	complete	3369:83610-83368
cds-NP_414956.1		441101	441343	complete	3369:83610-83368
gene-b0423		441549	442997	complete	3369:83162-81714
cds-NP_414957.1		441549	442997	complete	3369:83162-81714
gene-b0424		443051	443641	complete	3369:81660-81070
cds-NP_414958.4		443051	443641	complete	3369:81660-81070
gene-b0425		443604	444515	complete	3369:81107-80196
cds-NP_414959.1		443604	444515	complete	3369:81107-80196
gene-b0426		444683	445174	complete	3369:80028-79537
cds-NP_414960.2		444683	445174	complete	3369:80028-79537
gene-b0427		445302	446666	complete	3369:79409-78045
cds-NP_414961.4		445302	446666	complete	3369:79409-78045
gene-b0428		446815	447705	complete	3369:77896-77006
cds-NP_414962.1		446815	447705	complete	3369:77896-77006
gene-b0429		447717	448046	complete	3369:76994-76665
cds-NP_414963.1		447717	448046	complete	3369:76994-76665
gene-b0430		448046	448660	complete	3369:76665-76051
cds-NP_414964.1		448046	448660	complete	3369:76665-76051
gene-b0431		448650	450641	complete	3369:76061-74070
cds-NP_414965.1		448650	450641	complete	3369:76061-74070
gene-b0432		450663	451610	complete	3369:74048-73101
cds-NP_414966.1		450663	451610	complete	3369:74048-73101
gene-b0433		452070	453545	complete	3369:72641-71166
cds-NP_414967.1		452070	453545	complete	3369:72641-71166
gene-b0434		453589	454167	complete	3369:71122-70544
cds-NP_414968.4		453589	454167	complete	3369:71122-70544
gene-b0435		454472	454789	complete	3369:70239-69922
cds-NP_414969.4		454472	454789	complete	3369:70239-69922
gene-b0436		455133	456431	complete	3369:69578-68280
cds-NP_414970.1		455133	456431	complete	3369:69578-68280
gene-b0437		456677	457300	complete	3369:68034-67411
cds-NP_414971.1		456677	457300	complete	3369:68034-67411
gene-b0438		457426	458700	complete	3369:67285-66011
cds-NP_414972.1		457426	458700	complete	3369:67285-66011
gene-b0439		458888	461242	complete	3369:65823-63469
cds-NP_414973.1		458888	461242	complete	3369:65823-63469
gene-b0440		461451	461723	complete	3369:63260-62988
cds-NP_414974.1		461451	461723	complete	3369:63260-62988
gene-b0441		461915	463786	complete	3369:62796-60925
cds-NP_414975.1		461915	463786	complete	3369:62796-60925
gene-b0442		463937	464308	complete	3369:60774-60403
cds-NP_414976.1		463937	464308	complete	3369:60774-60403
gene-b0443		464402	464800	complete	3369:60309-59911
cds-NP_414977.1		464402	464800	complete	3369:60309-59911
gene-b0444		464852	465547	complete	3369:59859-59164
cds-NP_414978.1		464852	465547	complete	3369:59859-59164
gene-b0445		465612	467312	complete	3369:59099-57399
cds-NP_414979.1		465612	467312	complete	3369:59099-57399
gene-b0446		467412	468230	complete	3369:57299-56481
cds-NP_414980.2		467412	468230	complete	3369:57299-56481
gene-b0447		468383	468841	complete	3369:56328-55870
cds-NP_414981.4		468383	468841	complete	3369:56328-55870
gene-b0448		468871	470643	complete	3369:55840-54068
cds-NP_414982.1		468871	470643	complete	3369:55840-54068
gene-b0449		470636	472417	complete	3369:54075-52294
cds-NP_414983.1		470636	472417	complete	3369:54075-52294
gene-b0450		472598	472936	complete	3369:52113-51775
cds-NP_414984.1		472598	472936	complete	3369:52113-51775
gene-b0451		472966	474252	complete	3369:51745-50459
cds-NP_414985.1		472966	474252	complete	3369:51745-50459
gene-b0452		474301	475161	complete	3369:50410-49550
cds-NP_414986.1		474301	475161	complete	3369:50410-49550
gene-b0453		475379	475951	complete	3369:49332-48760
cds-NP_414987.3		475379	475951	complete	3369:49332-48760
gene-b0454		475982	476371	complete	3369:48729-48340
cds-NP_414988.1		475982	476371	complete	3369:48729-48340
gene-b0455		476448	476561	complete	3369:48263-48150
rna-b0455		476448	476561	complete	3369:48263-48150
exon-b0455-1		476448	476561	complete	3369:48263-48150
gene-b0456		476672	477025	complete	3369:48039-47686
cds-NP_414989.1		476672	477025	complete	3369:48039-47686
gene-b0457		477067	478617	complete	3369:47644-46094
cds-NP_414990.2		477067	478617	complete	3369:47644-46094
gene-b0458		478781	479251	complete	3369:45930-45460
cds-NP_414991.4		478781	479251	complete	3369:45930-45460
gene-b0459		479367	479918	complete	3369:45344-44793
cds-NP_414992.1		479367	479918	complete	3369:45344-44793
gene-b0460		480090	480308	complete	3369:44621-44403
cds-NP_414993.1		480090	480308	complete	3369:44621-44403
gene-b0461		480334	480708	complete	3369:44377-44003
cds-NP_414994.1		480334	480708	complete	3369:44377-44003
gene-b0462		481254	484403	complete	3369:43457-40308
cds-NP_414995.1		481254	484403	complete	3369:43457-40308
gene-b0463		484426	485619	complete	3369:40285-39092
cds-NP_414996.1		484426	485619	complete	3369:40285-39092
gene-b0464		485761	486408	complete	3369:38950-38303
cds-NP_414997.1		485761	486408	complete	3369:38950-38303
gene-b0465		486536	489898	complete	3369:38175-34813
cds-NP_414998.1		486536	489898	complete	3369:38175-34813
gene-b0466		490110	490271	complete	3369:34601-34440
cds-NP_414999.1		490110	490271	complete	3369:34601-34440
gene-b0467		490285	490812	complete	3369:34426-33899
cds-NP_415000.1		490285	490812	complete	3369:34426-33899
gene-b0468		490882	491259	complete	3369:33829-33452
cds-NP_415001.1		490882	491259	complete	3369:33829-33452
gene-b0469		491412	491963	complete	3369:33299-32748
cds-NP_415002.1		491412	491963	complete	3369:33299-32748
gene-b0470		492092	494023	complete	3369:32619-30688
cds-NP_415003.1		492092	494023	complete	3369:32619-30688
cds-YP_009518751.1		492092	493375	complete	3369:32619-31336
cds-YP_009518751.1		493375	493386	complete	3369:31336-31325
gene-b0471		494076	494405	complete	3369:30635-30306
cds-NP_415004.1		494076	494405	complete	3369:30635-30306
gene-b0472		494405	495010	complete	3369:30306-29701
cds-NP_415005.1		494405	495010	complete	3369:30306-29701
gene-b0473		495120	496994	complete	3369:29591-27717
cds-NP_415006.1		495120	496994	complete	3369:29591-27717
gene-b0474		497175	497819	complete	3369:27536-26892
cds-NP_415007.1		497175	497819	complete	3369:27536-26892
gene-b0475		498055	499017	complete	3369:26656-25694
cds-NP_415008.1		498055	499017	complete	3369:26656-25694
gene-b0476		499014	499973	complete	3369:25697-24738
cds-NP_415009.1		499014	499973	complete	3369:25697-24738
gene-b0477		500125	501429	complete	3369:24586-23282
cds-NP_415010.1		500125	501429	complete	3369:24586-23282
gene-b0478		501562	503238	complete	3369:23149-21473
cds-NP_415011.1		501562	503238	complete	3369:23149-21473
gene-b0479		503476	504696	complete	3369:21235-20015
cds-NP_415012.1		503476	504696	complete	3369:21235-20015
gene-b0480		504914	506566	complete	3369:19797-18145
cds-NP_415013.1		504914	506566	complete	3369:19797-18145
gene-b0481		506603	507082	complete	3369:18108-17629
cds-NP_415014.1		506603	507082	complete	3369:18108-17629
gene-b4585		507204	507287	complete	3369:17507-17424
rna-b4585		507204	507287	complete	3369:17507-17424
exon-b4585-1		507204	507287	complete	3369:17507-17424
gene-b0482		507286	508080	complete	3369:17425-16631
cds-NP_415015.1		507286	508080	complete	3369:17425-16631
gene-b0483		508218	508559	complete	3369:16493-16152
cds-NP_415016.4		508218	508559	complete	3369:16493-16152
gene-b0484		508875	511379	complete	3369:16049-13545
cds-NP_415017.1		508875	511379	complete	3369:16049-13545
cds-YP_009518752.1		511176	511379	complete	3369:13748-13545
cds-YP_009518752.1		511168	511176	complete	3369:13756-13748
gene-b0485		511641	512573	complete	3369:13283-12351
cds-NP_415018.1		511641	512573	complete	3369:13283-12351
gene-b0486		512576	513868	complete	3369:12348-11056
cds-NP_415019.1		512576	513868	complete	3369:12348-11056
gene-b0487		513993	514400	complete	3369:10931-10524
cds-NP_415020.1		513993	514400	complete	3369:10931-10524
gene-b0488		514401	514859	complete	3369:10523-10065
cds-NP_415021.2		514401	514859	complete	3369:10523-10065
gene-b0489		514856	515773	complete	3369:10068-9151
cds-NP_415022.1		514856	515773	complete	3369:10068-9151
gene-b0490		515919	516596	complete	3369:9005-8328
cds-NP_415023.1		515919	516596	complete	3369:9005-8328
gene-b0491		516583	517362	complete	3369:8341-7562
cds-NP_415024.4		516583	517362	complete	3369:8341-7562
gene-b0492		517425	518279	complete	3369:7499-6645
cds-NP_415025.4		517425	518279	complete	3369:7499-6645
gene-b0493		518340	519149	complete	3369:6584-5775
cds-NP_415026.1		518340	519149	complete	3369:6584-5775
gene-b0494		519139	519765	complete	3369:5785-5159
cds-NP_415027.1		519139	519765	complete	3369:5785-5159
gene-b0495		519733	520419	complete	3369:5191-4505
cds-NP_415028.1		519733	520419	complete	3369:5191-4505
gene-b0496		520416	522830	complete	3369:4508-2094
cds-NP_415029.1		520416	522830	complete	3369:4508-2094
gene-b0497		523261	527541	partial	3369:1448-1,1934:898-1,3375:1-619
cds-NP_415030.1		523261	527541	partial	3369:1448-1,1934:898-1,3375:1-619
gene-b0498		527581	527949	complete	3375:659-1027
cds-NP_415031.1		527581	527949	complete	3375:659-1027
gene-b0499		527949	528659	complete	3375:1027-1737
gene-b0501		528640	529130	complete	3375:1718-2208
gene-b4632		529497	529592	complete	3375:2575-2670
gene-b0502		529645	530016	complete	3375:2723-3094
cds-YP_009518753.1		529645	530016	complete	3375:2723-3094
gene-b0503		530132	531226	complete	3375:3210-4304
cds-NP_415036.1		530132	531226	complete	3375:3210-4304
gene-b0504		531295	532221	complete	3375:4373-5299
cds-NP_415037.1		531295	532221	complete	3375:4373-5299
gene-b0505		532451	532933	complete	3375:5529-6011
cds-NP_415038.1		532451	532933	complete	3375:5529-6011
gene-b0506		533011	533826	complete	3375:6089-6904
cds-NP_415039.1		533011	533826	complete	3375:6089-6904
gene-b4831		533629	533863	complete	3375:6707-6941
rna-b4831		533629	533863	complete	3375:6707-6941
exon-b4831-1		533629	533863	complete	3375:6707-6941
gene-b0507		533916	535697	complete	3375:6994-8775
cds-NP_415040.1		533916	535697	complete	3375:6994-8775
gene-b0508		535710	536486	complete	3375:8788-9564
cds-NP_415041.1		535710	536486	complete	3375:8788-9564
gene-b0509		536586	537464	complete	3375:9664-10542
cds-NP_415042.1		536586	537464	complete	3375:9664-10542
gene-b0511		537633	539087	complete	3375:10711-12165
cds-NP_415044.4		537633	539087	complete	3375:10711-12165
gene-b0512		539147	540508	complete	3375:12225-13586
cds-NP_415045.1		539147	540508	complete	3375:12225-13586
gene-b0513		540565	541866	complete	3375:13643-14944
cds-NP_415046.4		540565	541866	complete	3375:13643-14944
gene-b0514		541888	543033	complete	3375:14966-16111
cds-NP_415047.1		541888	543033	complete	3375:14966-16111
gene-b0515		543261	544046	complete	3375:16339-17124
cds-NP_415048.1		543261	544046	complete	3375:16339-17124
gene-b0516		544057	545292	complete	3375:17135-18370
cds-NP_415049.1		544057	545292	complete	3375:17135-18370
gene-b0517		545314	546363	complete	3375:18392-19441
cds-NP_415050.1		545314	546363	complete	3375:18392-19441
gene-b0518		546680	548347	complete	3375:19758-21425
cds-NP_415051.1		546680	548347	complete	3375:19758-21425
gene-b4572		548357	549616	complete	3375:21435-22694
cds-YP_009029994.1		548357	549616	complete	3375:21435-22694
gene-b0520		549627	550442	complete	3375:22705-23520
cds-NP_415053.1		549627	550442	complete	3375:22705-23520
gene-b0521		550439	551332	complete	3375:23517-24410
cds-NP_415054.1		550439	551332	complete	3375:23517-24410
gene-b0522		551527	552594	complete	3375:24605-25672
cds-NP_415055.1		551527	552594	complete	3375:24605-25672
gene-b0523		552591	553100	complete	3375:25669-26178
cds-NP_415056.1		552591	553100	complete	3375:25669-26178
gene-b0524		553218	553940	complete	3375:26296-27018
cds-NP_415057.1		553218	553940	complete	3375:26296-27018
gene-b0525		553943	554437	complete	3375:27021-27515
cds-NP_415058.1		553943	554437	complete	3375:27021-27515
gene-b0526		554611	555996	complete	3375:27689-29074
cds-NP_415059.1		554611	555996	complete	3375:27689-29074
gene-b0527		556032	556553	complete	3375:29110-29631
cds-NP_415060.1		556032	556553	complete	3375:29110-29631
gene-b0528		556661	556873	complete	3375:29739-29951
cds-NP_415061.2		556661	556873	complete	3375:29739-29951
gene-b0529		556875	557741	complete	3375:29953-30819
cds-NP_415062.1		556875	557741	complete	3375:29953-30819
gene-b0530		558212	558754	complete	3375:31290-31832
cds-NP_415063.4		558212	558754	complete	3375:31290-31832
gene-b0531		558974	559666	complete	3375:32052-32744
cds-NP_415064.1		558974	559666	complete	3375:32052-32744
gene-b0532		559697	562300	complete	3375:32775-35378
cds-NP_415065.1		559697	562300	complete	3375:32775-35378
gene-b0533		562336	563319	complete	3375:35414-36397
cds-NP_415066.2		562336	563319	complete	3375:35414-36397
gene-b0534		563330	563845	complete	3375:36408-36923
cds-NP_415067.1		563330	563845	complete	3375:36408-36923
gene-b0535		563848	564480	complete	3375:36926-37558
cds-NP_415068.1		563848	564480	complete	3375:36926-37558
gene-b0536		564723	564799	complete	3375:37801-37877
rna-b0536		564723	564799	complete	3375:37801-37877
exon-b0536-1		564723	564799	complete	3375:37801-37877
id-NC_000913.3:564755..586056		564755	586056	partial	3375:37833-41003,3353:1-7770,3307:1-2289,2361:1-772,3297:1-2122,3382:28881-27501,3382:27375-23289
gene-b0537		564815	565978	complete	3375:37893-39056
cds-NP_415069.1		564815	565978	complete	3375:37893-39056
gene-b4633		565858	566079	complete	3375:38936-39157
gene-b0539		566098	566361	complete	3375:39176-39439
gene-b4508		566376	566687	complete	3375:39454-39765
gene-b0542		566684	568247	partial	3375:39762-41003,3353:1-1468
cds-gnl|b0542|CDS%3D564		566684	566776	complete	3375:39762-39854
cds-gnl|b0542|CDS%3D564		568035	568247	complete	3353:1256-1468
id-b0542		566684	566776	complete	3375:39762-39854
id-b0542-2		568035	568247	complete	3353:1256-1468
id-b0542-3		566777	568034	complete	3375:39855-41003
gene-b0540		566842	567141	complete	3375:39920-40219
cds-NP_415072.2		566842	567141	complete	3375:39920-40219
gene-b0541		567138	568004	complete	3375:40216-41082
cds-NP_415073.1		567138	568004	complete	3375:40216-41082
gene-b0543		568315	568647	complete	3353:1536-1868
cds-NP_415075.1		568315	568647	complete	3353:1536-1868
gene-b4733		568695	568844	complete	3353:1916-2065
cds-YP_009518754.1		568695	568844	complete	3353:1916-2065
gene-b0544		568902	570428	complete	3353:2123-3649
cds-NP_415076.1		568902	570428	complete	3353:2123-3649
gene-b0545		570893	571444	complete	3353:4114-4665
cds-NP_415077.1		570893	571444	complete	3353:4114-4665
gene-b0546		571454	572251	complete	3353:4675-5472
cds-NP_415078.1		571454	572251	complete	3353:4675-5472
gene-b4588		572368	572469	complete	3353:5589-5690
cds-YP_001165308.1		572368	572469	complete	3353:5589-5690
gene-b0547		572466	572921	complete	3353:5687-6142
cds-NP_415079.1		572466	572921	complete	3353:5687-6142
gene-b0548		572921	573091	complete	3353:6142-6312
cds-NP_415080.1		572921	573091	complete	3353:6142-6312
gene-b0549		573084	573374	complete	3353:6305-6595
cds-NP_415081.1		573084	573374	complete	3353:6305-6595
gene-b0550		573371	573733	complete	3353:6592-6954
cds-NP_415082.1		573371	573733	complete	3353:6592-6954
gene-b4509		573730	573870	complete	3353:6951-7091
cds-YP_588439.1		573730	573870	complete	3353:6951-7091
gene-b0551		573956	574339	complete	3353:7177-7560
cds-NP_415083.1		573956	574339	complete	3353:7177-7560
gene-b0553		574529	576825	partial	3307:1-879
cds-gnl|b0553|CDS%3D579		575786	576825	partial	3307:1-879
id-b0553-2		575786	576825	partial	3307:1-879
gene-b0554		577398	577613	complete	3307:1452-1667
cds-NP_415086.1		577398	577613	complete	3307:1452-1667
gene-b0555		577613	578110	complete	3307:1667-2164
cds-NP_415087.1		577613	578110	complete	3307:1667-2164
gene-b0556		578107	578568	partial	3307:2161-2289
cds-NP_415088.1		578107	578568	partial	3307:2161-2289
gene-b0557		578600	578893	complete	2361:128-421
cds-NP_415089.1		578600	578893	complete	2361:128-421
gene-b0558		579184	579594	partial	3297:1-354
cds-NP_415090.2		579184	579594	partial	3297:1-354
gene-b0559		579880	580086	complete	3297:640-846
cds-NP_415091.1		579880	580086	complete	3297:640-846
gene-b4589		580251	580445	complete	3297:1011-1205
cds-YP_001165309.1		580251	580445	complete	3297:1011-1205
gene-b0560		580834	581379	complete	3382:28356-27811
cds-NP_415092.1		580834	581379	complete	3382:28356-27811
gene-b4634		581354	581662	complete	3382:27836-27528
gene-b0561		581534	582097	partial	3382:27656-27501,3382:27375-27248
cds-YP_009518755.1		581534	582097	partial	3382:27656-27501,3382:27375-27248
gene-b0562		582152	582806	complete	3382:27193-26539
gene-b0563		582875	583060	complete	3382:26470-26285
cds-YP_009518756.1		582875	583060	complete	3382:26470-26285
gene-b0564		583681	584430	complete	3382:25664-24915
cds-NP_415096.1		583681	584430	complete	3382:25664-24915
gene-b0565		584680	585633	complete	3382:24665-23712
cds-NP_415097.1		584680	585633	complete	3382:24665-23712
gene-b0566		586147	586908	complete	3382:23198-22437
cds-NP_415098.1		586147	586908	complete	3382:23198-22437
gene-b0567		587091	587981	complete	3382:22254-21364
cds-NP_415099.1		587091	587981	complete	3382:22254-21364
gene-b0568		587982	590954	complete	3382:21363-18391
cds-NP_415100.1		587982	590954	complete	3382:21363-18391
gene-b0569		590941	593178	complete	3382:18404-16167
cds-NP_415101.1		590941	593178	complete	3382:18404-16167
gene-b0570		593328	594770	complete	3382:16017-14575
cds-NP_415102.1		593328	594770	complete	3382:16017-14575
gene-b0571		594760	595443	complete	3382:14585-13902
cds-NP_415103.1		594760	595443	complete	3382:14585-13902
gene-b0572		595600	596973	complete	3382:13745-12372
cds-NP_415104.1		595600	596973	complete	3382:13745-12372
gene-b0573		597131	597463	complete	3382:12214-11882
cds-NP_415105.1		597131	597463	complete	3382:12214-11882
gene-b0574		597479	598702	complete	3382:11866-10643
cds-NP_415106.1		597479	598702	complete	3382:11866-10643
gene-b0575		598714	601857	complete	3382:10631-7488
cds-NP_415107.1		598714	601857	complete	3382:10631-7488
gene-b0576		601959	603335	complete	3382:7386-6010
cds-NP_415108.1		601959	603335	complete	3382:7386-6010
gene-b0577		603416	604663	complete	3382:5929-4682
cds-NP_415109.1		603416	604663	complete	3382:5929-4682
gene-b0578		604771	605424	complete	3382:4574-3921
cds-NP_415110.1		604771	605424	complete	3382:4574-3921
gene-b0579		605518	605886	complete	3382:3827-3459
cds-NP_415111.1		605518	605886	complete	3382:3827-3459
gene-b0580		605951	606199	complete	3382:3394-3146
cds-NP_415112.1		605951	606199	complete	3382:3394-3146
gene-b0581		606265	607383	complete	3382:3080-1962
cds-NP_415113.1		606265	607383	complete	3382:3080-1962
gene-b4835		607733	607792	complete	3382:1612-1553
rna-b4835		607733	607792	complete	3382:1612-1553
exon-b4835-1		607733	607792	complete	3382:1612-1553
gene-b4415		607836	607988	complete	3382:1509-1357
cds-YP_025295.1		607836	607988	complete	3382:1509-1357
id-NC_000913.3:608007..609351		608007	609351	partial	3382:1338-1,3370:79699-78357
gene-b0582		608065	609177	complete	3370:79643-78531
cds-NP_415114.1		608065	609177	complete	3370:79643-78531
gene-b0583		609459	610079	complete	3370:78249-77629
cds-NP_415115.2		609459	610079	complete	3370:78249-77629
gene-b0584		610254	612494	complete	3370:77454-75214
cds-NP_415116.1		610254	612494	complete	3370:77454-75214
gene-b0585		612737	613939	complete	3370:74971-73769
cds-NP_415117.2		612737	613939	complete	3370:74971-73769
gene-b4511		613942	614160	complete	3370:73766-73548
cds-YP_588441.1		613942	614160	complete	3370:73766-73548
gene-b0586		614157	618038	complete	3370:73551-69670
cds-NP_415118.1		614157	618038	complete	3370:73551-69670
gene-b0587		618254	619387	complete	3370:69454-68321
cds-NP_415119.1		618254	619387	complete	3370:69454-68321
gene-b0588		619384	620199	complete	3370:68324-67509
cds-NP_415120.1		619384	620199	complete	3370:68324-67509
gene-b0589		620196	621188	complete	3370:67512-66520
cds-NP_415121.1		620196	621188	complete	3370:67512-66520
gene-b0590		621185	622189	complete	3370:66523-65519
cds-NP_415122.1		621185	622189	complete	3370:66523-65519
gene-b0591		622300	623550	complete	3370:65408-64158
cds-NP_415123.1		622300	623550	complete	3370:65408-64158
gene-b0592		623554	624510	complete	3370:64154-63198
cds-NP_415124.1		623554	624510	complete	3370:64154-63198
gene-b0593		624885	626060	complete	3370:62823-61648
cds-NP_415125.1		624885	626060	complete	3370:62823-61648
gene-b0594		626070	627680	complete	3370:61638-60028
cds-NP_415126.1		626070	627680	complete	3370:61638-60028
gene-b0595		627694	628551	complete	3370:60014-59157
cds-NP_415127.1		627694	628551	complete	3370:60014-59157
gene-b0596		628551	629297	complete	3370:59157-58411
cds-NP_415128.1		628551	629297	complete	3370:59157-58411
gene-b0597		629300	629713	complete	3370:58408-57995
cds-NP_415129.1		629300	629713	complete	3370:58408-57995
gene-b0598		629894	631999	complete	3370:57814-55709
cds-NP_415130.1		629894	631999	complete	3370:57814-55709
gene-b4512		632182	632379	complete	3370:55526-55329
cds-YP_588442.1		632182	632379	complete	3370:55526-55329
gene-b0599		632389	633477	complete	3370:55319-54231
cds-NP_415132.1		632389	633477	complete	3370:55319-54231
gene-b0600		633586	634746	complete	3370:54122-52962
cds-NP_415133.1		633586	634746	complete	3370:54122-52962
gene-b0601		634747	635376	complete	3370:52961-52332
cds-NP_415134.1		634747	635376	complete	3370:52961-52332
gene-b0602		635349	636569	complete	3370:52359-51139
cds-NP_415135.1		635349	636569	complete	3370:52359-51139
gene-b0603		636716	637618	complete	3370:50992-50090
cds-NP_415136.1		636716	637618	complete	3370:50992-50090
gene-b0604		637827	638573	complete	3370:49881-49135
cds-NP_415137.2		637827	638573	complete	3370:49881-49135
gene-b0605		638945	639508	complete	3370:48763-48200
cds-NP_415138.1		638945	639508	complete	3370:48763-48200
gene-b0606		639753	641318	complete	3370:47955-46390
cds-NP_415139.2		639753	641318	complete	3370:47955-46390
gene-b0607		641439	641867	complete	3370:46269-45841
cds-NP_415140.1		641439	641867	complete	3370:46269-45841
gene-b0608		642088	643326	complete	3370:45620-44382
cds-NP_415141.1		642088	643326	complete	3370:45620-44382
gene-b4734		643330	643419	complete	3370:44378-44289
cds-YP_009518757.1		643330	643419	complete	3370:44378-44289
gene-b0610		643557	643967	complete	3370:44151-43741
cds-NP_415143.1		643557	643967	complete	3370:44151-43741
gene-b0611		644197	645003	complete	3370:43511-42705
cds-NP_415144.1		644197	645003	complete	3370:43511-42705
gene-b0612		645117	646580	complete	3370:42591-41128
cds-NP_415145.1		645117	646580	complete	3370:42591-41128
gene-b0613		646631	647509	complete	3370:41077-40199
cds-NP_415146.1		646631	647509	complete	3370:41077-40199
gene-b0614		647484	648035	complete	3370:40224-39673
cds-NP_415147.1		647484	648035	complete	3370:40224-39673
gene-b0615		648039	649571	complete	3370:39669-38137
cds-NP_415148.1		648039	649571	complete	3370:39669-38137
gene-b0616		649582	650490	complete	3370:38126-37218
cds-NP_415149.4		649582	650490	complete	3370:38126-37218
gene-b0617		650487	650783	complete	3370:37221-36925
cds-NP_415150.1		650487	650783	complete	3370:37221-36925
gene-b0618		650798	651856	complete	3370:36910-35852
cds-NP_415151.4		650798	651856	complete	3370:36910-35852
gene-b0619		652235	653893	complete	3370:35473-33815
cds-NP_415152.1		652235	653893	complete	3370:35473-33815
gene-b0620		653862	654542	complete	3370:33846-33166
cds-NP_415153.1		653862	654542	complete	3370:33846-33166
gene-b0621		654583	655968	complete	3370:33125-31740
cds-NP_415154.1		654583	655968	complete	3370:33125-31740
gene-b0622		656557	657117	complete	3370:31151-30591
cds-NP_415155.1		656557	657117	complete	3370:31151-30591
gene-b0623		657292	657501	complete	3370:30416-30207
cds-NP_415156.1		657292	657501	complete	3370:30416-30207
gene-b0624		657555	657938	complete	3370:30153-29770
cds-NP_415157.1		657555	657938	complete	3370:30153-29770
gene-b4581		658031	658818	complete	3370:29677-28890
gene-b0627		658947	659150	complete	3370:28761-28558
cds-NP_415160.1		658947	659150	complete	3370:28761-28558
gene-b0628		659251	660216	complete	3370:28457-27492
cds-NP_415161.1		659251	660216	complete	3370:28457-27492
gene-b0629		660425	661378	complete	3370:27283-26330
cds-NP_415162.4		660425	661378	complete	3370:27283-26330
gene-b0630		661637	662278	complete	3370:26071-25430
cds-NP_415163.2		661637	662278	complete	3370:26071-25430
gene-b0631		662379	662642	complete	3370:25329-25066
cds-NP_415164.1		662379	662642	complete	3370:25329-25066
gene-b0632		662752	663963	complete	3370:24956-23745
cds-NP_415165.1		662752	663963	complete	3370:24956-23745
gene-b0633		664102	665190	complete	3370:23606-22518
cds-NP_415166.1		664102	665190	complete	3370:23606-22518
gene-b0634		665201	666313	complete	3370:22507-21395
cds-NP_415167.1		665201	666313	complete	3370:22507-21395
gene-b0635		666316	668217	complete	3370:21392-19491
cds-NP_415168.1		666316	668217	complete	3370:21392-19491
gene-b0636		668248	668715	complete	3370:19460-18993
cds-NP_415169.1		668248	668715	complete	3370:19460-18993
gene-b0637		668719	669036	complete	3370:18989-18672
cds-NP_415170.4		668719	669036	complete	3370:18989-18672
gene-b0638		669296	669907	complete	3370:18412-17801
cds-NP_415171.1		669296	669907	complete	3370:18412-17801
gene-b0639		669931	670572	complete	3370:17777-17136
cds-NP_415172.1		669931	670572	complete	3370:17777-17136
gene-b0640		670574	671605	complete	3370:17134-16103
cds-NP_415173.1		670574	671605	complete	3370:17134-16103
gene-b0641		671605	672186	complete	3370:16103-15522
cds-NP_415174.1		671605	672186	complete	3370:16103-15522
gene-b0642		672201	674783	complete	3370:15507-12925
cds-NP_415175.1		672201	674783	complete	3370:15507-12925
gene-b0643		675018	675500	complete	3370:12690-12208
cds-NP_415176.1		675018	675500	complete	3370:12690-12208
gene-b0644		675570	676547	complete	3370:12138-11161
cds-NP_415177.4		675570	676547	complete	3370:12138-11161
gene-b0645		676711	677418	complete	3370:10997-10290
cds-NP_415178.1		676711	677418	complete	3370:10997-10290
gene-b0646		677415	678842	complete	3370:10293-8866
cds-NP_415179.1		677415	678842	complete	3370:10293-8866
gene-b0647		678852	679406	complete	3370:8856-8302
cds-NP_415180.1		678852	679406	complete	3370:8856-8302
gene-b0648		679508	680215	complete	3370:8200-7493
cds-NP_415181.1		679508	680215	complete	3370:8200-7493
gene-b0649		680212	681663	complete	3370:7496-6045
cds-NP_415182.1		680212	681663	complete	3370:7496-6045
gene-b0650		681723	683393	complete	3370:5985-4315
cds-NP_415183.1		681723	683393	complete	3370:5985-4315
gene-b0651		683477	684412	complete	3370:4231-3296
cds-NP_415184.1		683477	684412	complete	3370:4231-3296
gene-b0652		684530	685255	complete	3370:3178-2453
cds-NP_415185.1		684530	685255	complete	3370:3178-2453
gene-b0653		685255	685929	partial	3370:2453-1940
cds-NP_415186.1		685255	685929	partial	3370:2453-1940
gene-b0654		685929	686669	partial	3370:1796-1201
cds-NP_415187.1		685929	686669	partial	3370:1796-1201
gene-b4763		686681	686843	complete	3370:1189-1027
rna-b4763		686681	686843	complete	3370:1189-1027
exon-b4763-1		686681	686843	complete	3370:1189-1027
gene-b0655		686839	687747	complete	3370:1031-123
cds-NP_415188.1		686839	687747	complete	3370:1031-123
gene-b0657		689343	690881	complete	3241:316-1854
cds-NP_415190.1		689343	690881	complete	3241:316-1854
gene-b0658		690906	691784	complete	3241:1879-2757
